"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"FF","2021-06-02","95.7","0.48","6.08","Chapman, Aroldis",670764,547973,,"called_strike",,,,,5,"Taylor Walls walks.","R","R","L","NYY","TB","S",,,2,0,2021,"0.08","1.59","0.16","2.54",,,,0,9,"Top",,,,,596142,,,-1.0442159356972482,-139.18194533805868,-7.403743172768994,1.3138505820588438,32.93254182076922,-10.090501051323528,"3.29","1.52",,,,"97.1",2260,"7.2",633882,547973,596142,518934,596059,570482,650402,640449,458731,592450,"53.28",,,,,,,,73,3,"4-Seam Fastball",4,3,3,4,3,4,3,4,"Standard","Standard",157,"0","-0.067"
"FF","2021-06-02","96.4","0.7","6.01","Chapman, Aroldis",670764,547973,,"ball",,,,,11,"Taylor Walls walks.","R","R","L","NYY","TB","B",,,1,0,2021,"0.47","1.55","-0.61","3.82",,,,0,9,"Top",,,,,596142,,,-4.620075110235639,-140.28511450375134,-3.801447411440693,7.229356333215666,33.119018277625166,-11.069249222257326,"3.39","1.48",,,,"97.5",2316,"7",633882,547973,596142,518934,596059,570482,650402,640449,458731,592450,"53.49",,,,,,,,73,2,"4-Seam Fastball",4,3,3,4,3,4,3,4,"Standard","Standard",156,"0","0.07"
"FF","2021-06-02","98.1","0.61","5.99","Chapman, Aroldis",670764,547973,,"ball",,,,,13,"Taylor Walls walks.","R","R","L","NYY","TB","B",,,0,0,2021,"0.16","1.52","-0.52","0.47",,,,0,9,"Top",,,,,596142,,,-3.472185853788106,-142.31600082342095,-13.119778962827075,3.005587959045182,30.89262571892752,-8.801072342231294,"3.35","1.41",,,,"99.5",2346,"7.1",633882,547973,596142,518934,596059,570482,650402,640449,458731,592450,"53.41",,,,,,,,73,1,"4-Seam Fastball",4,3,3,4,3,4,3,4,"Standard","Standard",157,"0","0.038"
"SL","2021-06-01","85.5","0.36","6.08","Chapman, Aroldis",621433,547973,"field_out","hit_into_play",,,,,8,"Brett Phillips grounds out, second baseman Rougned Odor to first baseman DJ LeMahieu.","R","L","L","NYY","TB","X",4,"ground_ball",2,1,2021,"-1.09","0.42","-0.23","1.52",,,,2,9,"Top",147.61,159,,,596142,,,0.8096500857061613,-124.3977908762665,-5.38911920093262,-11.49799597283642,25.4484192361569,-26.88555077800591,"3.37","1.53",8,"64.4",-11,"86.7",2239,"7.1",633861,547973,596142,518934,596059,570482,642180,609280,458731,640449,"53.37",0.069,0.065,"0",1,0,0,2,68,4,"Slider",3,3,3,3,3,3,3,3,"Standard","Standard",277,"0.032","-0.119"
"SL","2021-06-01","85.1","0.5","6.11","Chapman, Aroldis",621433,547973,,"called_strike",,,,,5,"Brett Phillips grounds out, second baseman Rougned Odor to first baseman DJ LeMahieu.","R","L","L","NYY","TB","S",,,2,0,2021,"-1.02","0.54","-0.16","2.56",,,,2,9,"Top",,,,,596142,,,0.4933485227641624,-124.01087691121394,-3.1530964388461333,-10.630287583625929,25.024275800729708,-26.16092308193337,"3.43","1.63",,,,"86.2",2267,"6.9",633861,547973,596142,518934,596059,570482,642180,609280,458731,640449,"53.57",,,,,,,,68,3,"Slider",3,3,3,3,3,3,3,3,"Standard","Standard",284,"0","-0.024"
"FF","2021-06-01","99.7","0.69","5.92","Chapman, Aroldis",621433,547973,,"ball",,,,,13,"Brett Phillips grounds out, second baseman Rougned Odor to first baseman DJ LeMahieu.","R","L","L","NYY","TB","B",,,1,0,2021,"0.64","1.26","-0.66","1.07",,,,2,9,"Top",,,,,596142,,,-5.285658923723103,-144.69768671886038,-11.021428951345998,10.293450099372361,33.90449659078857,-12.075793060742342,"3.35","1.55",,,,"101",2405,"7.1",633861,547973,596142,518934,596059,570482,642180,609280,458731,640449,"53.37",,,,,,,,68,2,"4-Seam Fastball",3,3,3,3,3,3,3,3,"Standard","Standard",157,"0","0.024"
"FF","2021-06-01","99.4","0.5","5.93","Chapman, Aroldis",621433,547973,,"ball",,,,,13,"Brett Phillips grounds out, second baseman Rougned Odor to first baseman DJ LeMahieu.","R","L","L","NYY","TB","B",,,0,0,2021,"0.36","1.59","-1.88","1.24",,,,2,9,"Top",,,,,596142,,,-7.502221222764442,-144.25192046685632,-11.343386286011535,6.734289918663864,33.657216166599994,-7.479429004537146,"3.53","1.66",,,,"101",2473,"7.3",633861,547973,596142,518934,596059,570482,642180,609280,458731,640449,"53.19",,,,,,,,68,1,"4-Seam Fastball",3,3,3,3,3,3,3,3,"Standard","Standard",148,"0","0.016"
"SI","2021-06-01","101.2","0.61","5.97","Chapman, Aroldis",572287,547973,"strikeout","swinging_strike",,,,,9,"Mike Zunino strikes out swinging.","R","R","L","NYY","TB","S",2,,1,2,2021,"0.98","1.62","0.53","1.73",,,,1,9,"Top",,,,,596142,,,-2.6231573227481393,-146.99964989875969,-10.502710418088764,14.822356279688545,36.14640637145442,-6.378836328972305,"3.47","1.59",,,,"102.5",2399,"7.2",633861,547973,596142,518934,596059,570482,642180,609280,458731,640449,"53.35",,,"0",1,0,0,,67,4,"Sinker",3,3,3,3,3,3,3,3,"Strategic","Standard",162,"0.044","-0.114"
"FS","2021-06-01","89.8","0.42","6.08","Chapman, Aroldis",572287,547973,,"foul",,,,,8,"Mike Zunino strikes out swinging.","R","R","L","NYY","TB","S",,,1,1,2021,"0.75","0.7","0.26","1.84",,,,1,9,"Top",,,,,596142,,,-2.0322140135212496,-130.7521989811701,-6.119329451485031,9.06985962710148,27.52728755260112,-23.07656604178221,"3.47","1.59",2,"80.3",-39,"91.6",802,"7.4",633861,547973,596142,518934,596059,570482,642180,609280,458731,640449,"53.15",,,,,,,,67,3,"Split-Finger",3,3,3,3,3,3,3,3,"Strategic","Standard",123,"0","-0.043"
"SL","2021-06-01","84.4","0.53","6.2","Chapman, Aroldis",572287,547973,,"called_strike",,,,,9,"Mike Zunino strikes out swinging.","R","R","L","NYY","TB","S",,,1,0,2021,"-1.12","0.25","0.66","1.5",,,,1,9,"Top",,,,,596142,,,2.5771314061327737,-122.89283290136068,-5.17161660600934,-11.800867261036508,25.28854532198979,-28.796750417838357,"3.22","1.55",,,,"86.2",2302,"7.5",633861,547973,596142,518934,596059,570482,642180,609280,458731,640449,"53",,,,,,,,67,2,"Slider",3,3,3,3,3,3,3,3,"Strategic","Standard",281,"0","-0.032"
"FF","2021-06-01","99.2","0.61","5.99","Chapman, Aroldis",572287,547973,,"ball",,,,,13,"Mike Zunino strikes out swinging.","R","R","L","NYY","TB","B",,,0,0,2021,"0.14","1.61","-0.79","0.82",,,,1,9,"Top",,,,,596142,,,-4.218403767444951,-143.95547835584242,-12.651280311998313,2.94151619101725,33.11080737657726,-7.0524256042160705,"3.24","1.54",,,,"100.6",2479,"7.2",633861,547973,596142,518934,596059,570482,642180,609280,458731,640449,"53.32",,,,,,,,67,1,"4-Seam Fastball",3,3,3,3,3,3,3,3,"Strategic","Standard",159,"0","0.026"
"SL","2021-06-01","83.6","0.38","6.07","Chapman, Aroldis",595281,547973,"strikeout","swinging_strike",,,,,12,"Kevin Kiermaier strikes out swinging.","R","L","L","NYY","TB","S",2,,2,2,2021,"-0.94","0.64","0.3","3.82",,,,0,9,"Top",,,,,596142,,,1.7360714987602526,-121.71755858265057,0.021296517201389364,-9.68840779723444,25.174251619552425,-26.03382434050444,"3.41","1.56",,,,"85.1",2211,"7.4",633861,547973,596142,518934,596059,570482,642180,609280,458731,640449,"53.13",,,"0",1,0,0,,66,5,"Slider",3,3,3,3,3,3,3,3,"Standard","Standard",274,"0.058","-0.217"
"SL","2021-06-01","82.7","0.39","6.12","Chapman, Aroldis",595281,547973,,"called_strike",,,,,2,"Kevin Kiermaier strikes out swinging.","R","L","L","NYY","TB","S",,,2,1,2021,"-1.08","0.51","-0.13","3.38",,,,0,9,"Top",,,,,596142,,,0.9241741333676932,-120.48490517951568,-0.7153535697000385,-10.646015196603512,24.757575312763315,-27.3501472969798,"3.41","1.52",,,,"83.8",2163,"7.1",633861,547973,596142,518934,596059,570482,642180,609280,458731,640449,"53.39",,,,,,,,66,4,"Slider",3,3,3,3,3,3,3,3,"Strategic","Standard",288,"0","-0.066"
"SL","2021-06-01","85","0.41","6.15","Chapman, Aroldis",595281,547973,,"ball",,,,,3,"Kevin Kiermaier strikes out swinging.","R","L","L","NYY","TB","B",,,1,1,2021,"-0.88","0.74","0.44","3.51",,,,0,9,"Top",,,,,596142,,,1.870634633756756,-123.83586984525799,-1.3492106163359783,-9.44424372219124,25.03038644170085,-24.554958410626774,"3.41","1.62",,,,"86.7",2319,"7.3",633861,547973,596142,518934,596059,570482,642180,609280,458731,640449,"53.19",,,,,,,,66,3,"Slider",3,3,3,3,3,3,3,3,"Strategic","Standard",281,"0","0.052"
"FF","2021-06-01","96.7","0.61","6.03","Chapman, Aroldis",595281,547973,,"foul",,,,,1,"Kevin Kiermaier strikes out swinging.","R","L","L","NYY","TB","S",,,1,0,2021,"0.23","1.56","-0.39","3.3",,,,0,9,"Top",,,,,596142,,,-3.2399583595122516,-140.81032779900056,-5.403556356338683,3.7254371362309153,30.96625451075762,-10.364395331027128,"3.41","1.56",194,"77.5",62,"98.6",2319,"7.3",633861,547973,596142,518934,596059,570482,642180,609280,458731,640449,"53.23",,,,,,,,66,2,"4-Seam Fastball",3,3,3,3,3,3,3,3,"Strategic","Standard",151,"0","-0.049"
"FF","2021-06-01","97.3","0.55","6.09","Chapman, Aroldis",595281,547973,,"ball",,,,,11,"Kevin Kiermaier strikes out swinging.","R","L","L","NYY","TB","B",,,0,0,2021,"0.18","1.4","-0.28","3.85",,,,0,9,"Top",,,,,596142,,,-2.6688870463899126,-141.65914918681426,-3.7094106081781377,3.0668620559559323,34.03518952370563,-12.739133070553935,"3.49","1.6",,,,"97.8",2322,"6.7",633861,547973,596142,518934,596059,570482,642180,609280,458731,640449,"53.84",,,,,,,,66,1,"4-Seam Fastball",3,3,3,3,3,3,3,3,"Strategic","Standard",156,"0","0.038"
"FF","2021-05-28","95.5","0.76","6.18","Chapman, Aroldis",606992,547973,"field_out","hit_into_play",,,,,4,"Eric Haase flies out to left fielder Clint Frazier.","R","R","L","DET","NYY","X",7,"fly_ball",0,0,2021,"-0.02","1.49","-0.6","2.55",,,,2,9,"Bot",71.46,100.21,,,596142,,,-3.6075734025092383,-138.92508358033334,-7.382631874495271,0.5859131886274725,31.432029656297587,-11.382683922490523,"3.3","1.5",321,"88.9",38,"96.7",2478,"7",633961,547973,596142,518934,596059,570482,650402,640449,642180,592450,"53.5",0.014,0.022,"0",1,0,0,3,73,1,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard",146,"-0.033","-0.104"
"FF","2021-05-28","96.9","0.91","6.03","Chapman, Aroldis",608577,547973,"strikeout","swinging_strike",,,,,13,"Nomar Mazara strikes out swinging.","R","L","L","DET","NYY","S",2,,3,2,2021,"-0.02","1.37","-0.43","1.29",,,,1,9,"Bot",,,,,596142,,,-3.5881749623140107,-140.73515800902697,-10.337799152096057,0.6284433034452886,33.52611827871181,-11.8127624555622,"3.55","1.63",,,,"97.9",2423,"7.1",633961,547973,596142,518934,596059,570482,650402,640449,642180,592450,"53.41",,,"0",1,0,0,,72,6,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Strategic","Standard",158,"-0.044","-0.213"
"SL","2021-05-28","83.9","1.04","6.09","Chapman, Aroldis",608577,547973,,"blocked_ball",,,,,13,"Nomar Mazara strikes out swinging.","R","L","L","DET","NYY","B",,,2,2,2021,"-1.11","-0.24","-0.88","-0.67",,,668731,0,9,"Bot",,,,,596142,,,-2.276827286419394,-121.9003304853248,-8.784825857337523,-10.391876981154812,28.054152755387637,-32.79072474684322,"3.41","1.58",,,,"85",2358,"7.5",633961,547973,596142,518934,596059,570482,650402,640449,642180,592450,"53.02",,,,,,,,72,5,"Slider",1,1,1,1,1,1,1,1,"Standard","Standard",297,"-0.131","0.174"
"FF","2021-05-28","98.1","0.9","6","Chapman, Aroldis",608577,547973,,"ball",,,,,13,"Nomar Mazara strikes out swinging.","R","L","L","DET","NYY","B",,,1,2,2021,"-0.24","1.37","-2.49","1.75",,,668731,0,9,"Bot",,,,,596142,,,-8.72731330154095,-142.40376697251213,-9.243476591220462,-1.0807912897496013,34.5975699948226,-11.544184729901577,"3.4","1.66",,,,"99.1",2354,"7.1",633961,547973,596142,518934,596059,570482,650402,640449,642180,592450,"53.37",,,,,,,,72,4,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard",151,"0","0.061"
"FF","2021-05-28","95.9","0.97","6.01","Chapman, Aroldis",608577,547973,,"foul",,,,,7,"Nomar Mazara strikes out swinging.","R","L","L","DET","NYY","S",,,1,1,2021,"-0.09","1.22","-0.51","2.15",,,668731,0,9,"Bot",,,,,596142,,,-3.7749745298604744,-139.57740785389566,-7.548855185837569,-0.38232297925773345,29.885091944366742,-14.690228624744014,"3.55","1.63",252,"78.2",33,"97.8",2420,"7.2",633961,547973,596142,518934,596059,570482,650402,640449,642180,592450,"53.25",,,,,,,,72,3,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard",159,"0","-0.098"
"SL","2021-05-28","83.1","0.59","6.27","Chapman, Aroldis",608577,547973,,"blocked_ball",,,,,13,"Nomar Mazara strikes out swinging.","R","L","L","DET","NYY","B",,,0,1,2021,"-1.06","0.04","-0.87","-0.04",,,668731,0,9,"Bot",,,,,596142,,,-1.3041476383238086,-120.91259221061502,-8.235069009031267,-10.148441986923993,23.19313029838857,-30.408559069595,"3.49","1.6",,,,"84.8",2390,"7.4",633961,547973,596142,518934,596059,570482,650402,640449,642180,592450,"53.12",,,,,,,,72,2,"Slider",1,1,1,1,1,1,1,1,"Standard","Standard",294,"0","0.041"
"FF","2021-05-28","94.8","0.71","6.12","Chapman, Aroldis",608577,547973,,"called_strike",,,,,7,"Nomar Mazara strikes out swinging.","R","L","L","DET","NYY","S",,,0,0,2021,"0.25","1.55","-0.55","1.97",,,668731,0,9,"Bot",,,,,596142,,,-3.895583633251247,-137.70399250303242,-8.691246117539848,4.084548202180993,34.32071694417796,-10.63924932421998,"3.44","1.64",,,,"95.8",2432,"7.3",633961,547973,596142,518934,596059,570482,650402,640449,642180,592450,"53.25",,,,,,,,72,1,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard",162,"0","-0.057"
"SL","2021-05-28","82.4","0.52","6.18","Chapman, Aroldis",570731,547973,"walk","ball",,,,,13,"Jonathan Schoop walks.","R","R","L","DET","NYY","B",,,3,2,2021,"-1.14","0.09","-0.81","-0.44",,,,0,9,"Bot",,,,,596142,,,-0.8110605675288265,-119.7821830558639,-8.799581710159801,-10.73236355184099,25.743088473645983,-29.637391791897503,"3.44","1.61",,,,"84",2380,"7.7",633961,547973,596142,518934,596059,570482,650402,640449,642180,592450,"52.83",,,"0.7",1,0,0,,71,7,"Slider",1,1,1,1,1,1,1,1,"Standard","Standard",297,"0.074","0.329"
"SI","2021-05-28","99.3","0.51","6.06","Chapman, Aroldis",570731,547973,,"ball",,,,,13,"Jonathan Schoop walks.","R","R","L","DET","NYY","B",,,2,2,2021,"1.17","1.17","-1.19","1.04",,,,0,9,"Bot",,,,,596142,,,-7.528575785508439,-143.85884500665796,-11.133209849552257,18.11392584796612,38.11812886676986,-13.259822163531469,"3.46","1.63",,,,"100.2",2521,"7.4",633961,547973,596142,518934,596059,570482,650402,640449,642180,592450,"53.15",,,,,,,,71,6,"Sinker",1,1,1,1,1,1,1,1,"Standard","Standard",158,"0","0.101"
"FF","2021-05-28","98.9","0.9","6.14","Chapman, Aroldis",570731,547973,,"foul",,,,,7,"Jonathan Schoop walks.","R","R","L","DET","NYY","S",,,2,2,2021,"-0.08","1.45","-0.77","1.75",,,,0,9,"Bot",,,,,596142,,,-4.431440989243946,-143.80844546813483,-10.09491092740362,-0.17063957144955402,31.04999996410088,-9.9938237730863,"3.41","1.56",,,,"100.8",2334,"7.2",633961,547973,596142,518934,596059,570482,650402,640449,642180,592450,"53.27",,,,,,,,71,5,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard",160,"0","0"
"FF","2021-05-28","95","0.69","6.14","Chapman, Aroldis",570731,547973,,"foul",,,,,7,"Jonathan Schoop walks.","R","R","L","DET","NYY","S",,,2,1,2021,"-0.05","1.44","-0.33","1.73",,,,0,9,"Bot",,,,,596142,,,-2.608715625545133,-138.17300979420466,-9.298957318302438,-0.058269025606055104,30.68172115943326,-11.895717637161566,"3.41","1.56",,,,"96.9",2221,"7.4",633961,547973,596142,518934,596059,570482,650402,640449,642180,592450,"53.13",,,,,,,,71,4,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard",163,"0","-0.066"
"SL","2021-05-28","83.4","0.62","6.25","Chapman, Aroldis",570731,547973,,"ball",,,,,14,"Jonathan Schoop walks.","R","R","L","DET","NYY","B",,,1,1,2021,"-1.05","0.07","0.69","0.49",,,,0,9,"Bot",,,,,596142,,,2.2706650966956063,-121.34860460937038,-7.104877378570453,-10.82974669339236,22.498728884097705,-30.39753225728273,"3.43","1.58",,,,"85.5",2411,"7.5",633961,547973,596142,518934,596059,570482,650402,640449,642180,592450,"52.97",,,,,,,,71,3,"Slider",1,1,1,1,1,1,1,1,"Standard","Standard",311,"0","0.052"
"FF","2021-05-28","97.5","0.82","6.15","Chapman, Aroldis",570731,547973,,"ball",,,,,13,"Jonathan Schoop walks.","R","R","L","DET","NYY","B",,,0,1,2021,"0.04","1.28","-0.77","1.48",,,,0,9,"Bot",,,,,596142,,,-4.412994726666606,-141.6407529984561,-10.103993560227343,1.4560448862730464,31.51961804935684,-12.824240004421569,"3.56","1.65",,,,"98.8",2559,"7.1",633961,547973,596142,518934,596059,570482,650402,640449,642180,592450,"53.45",,,,,,,,71,2,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard",160,"0","0.027"
"FF","2021-05-28","96.1","0.73","6.19","Chapman, Aroldis",570731,547973,,"swinging_strike",,,,,5,"Jonathan Schoop walks.","R","R","L","DET","NYY","S",,,0,0,2021,"0.1","1.51","-0.26","2.42",,,,0,9,"Bot",,,,,596142,,,-2.8707458884283032,-139.79984359957325,-7.915957420896204,1.9120006828059277,32.451173207267274,-10.742871706987883,"3.41","1.56",,,,"97.2",2504,"7",633961,547973,596142,518934,596059,570482,650402,640449,642180,592450,"53.49",,,,,,,,71,1,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard",162,"0","-0.038"
"SI","2021-05-23","101.9","0.77","6.03","Chapman, Aroldis",663611,547973,"strikeout","swinging_strike",,,,,14,"Nick Madrigal strikes out swinging.","R","R","L","NYY","CWS","S",2,,0,2,2021,"1.06","1.02","0.6","0.77",,664901,,2,9,"Top",,,,,596142,,,-3.070458582062386,-148.03957747542682,-12.13751754227315,16.399711990924036,31.05560102845967,-14.73471112217808,"3.26","1.48",,,,"103.8",2334,"7.1",634009,547973,596142,518934,596059,570482,650402,642180,458731,640449,"53.37",,,"0",1,0,0,,70,3,"Sinker",4,4,4,4,4,4,4,4,"Standard","Standard",155,"0.104","-0.186"
"FF","2021-05-23","100.2","0.65","6.11","Chapman, Aroldis",663611,547973,,"called_strike",,,,,5,"Nick Madrigal strikes out swinging.","R","R","L","NYY","CWS","S",,,0,1,2021,"0.11","1.52","0.27","1.83",,664901,,2,9,"Top",,,,,596142,,,-1.3140562669292255,-145.68481294678676,-10.174076629537685,1.8695672185982963,33.33496812062727,-8.429316391246752,"2.72","1.25",,,,"101.8",2343,"7.1",634009,547973,596142,518934,596059,570482,650402,642180,458731,640449,"53.35",,,,,,,,70,2,"4-Seam Fastball",4,4,4,4,4,4,4,4,"Standard","Standard",158,"0","-0.086"
"FF","2021-05-23","99","0.78","6.1","Chapman, Aroldis",663611,547973,,"called_strike",,,,,4,"Nick Madrigal strikes out swinging.","R","R","L","NYY","CWS","S",,,0,0,2021,"0.06","1.3","-0.37","1.71",,664901,,2,9,"Top",,,,,596142,,,-3.334205385736973,-144.003115517342,-9.77033810683308,1.6144971263715475,30.7565943702668,-12.00390938566123,"2.7","1.24",,,,"100.8",2398,"7.1",634009,547973,596142,518934,596059,570482,650402,642180,458731,640449,"53.37",,,,,,,,70,1,"4-Seam Fastball",4,4,4,4,4,4,4,4,"Standard","Standard",166,"0","-0.045"
"SL","2021-05-23","84","0.54","6.17","Chapman, Aroldis",544725,547973,"field_out","hit_into_play",,,,,5,"Leury Garcia grounds out, third baseman Gio Urshela to first baseman DJ LeMahieu.","R","R","L","NYY","CWS","X",5,"ground_ball",3,2,2021,"-1.11","-0.26","-0.12","2.31",,664901,,1,9,"Top",109.58,172.62,,,596142,,,0.676107024044718,-122.35353583572665,-2.040787357500516,-11.254251917200651,24.541973363365422,-34.59915351487175,"3.26","1.48",37,"78.9",-1,"85.4",2255,"7.2",634009,547973,596142,518934,596059,570482,650402,642180,458731,640449,"53.3",0.146,0.133,"0",1,0,0,2,69,8,"Slider",4,4,4,4,4,4,4,4,"Standard","Standard",301,"0.092","-0.337"
"SL","2021-05-23","84.6","0.47","6.15","Chapman, Aroldis",544725,547973,,"ball",,,,,14,"Leury Garcia grounds out, third baseman Gio Urshela to first baseman DJ LeMahieu.","R","R","L","NYY","CWS","B",,,2,2,2021,"-1.27","-0.77","0.66","0.1",,,664901,1,9,"Top",,,,,596142,,,3.0492726833389927,-123.07127960144646,-6.261858607223831,-13.481473347633585,25.866351059472183,-38.90227430313246,"3.01","1.34",,,,"86",2423,"7.3",634009,547973,596142,518934,596059,570482,650402,642180,458731,640449,"53.16",,,,,,,,69,7,"Slider",4,4,4,4,4,4,4,4,"Standard","Standard",303,"-0.06","0.12"
"SL","2021-05-23","85","0.49","6.27","Chapman, Aroldis",544725,547973,,"foul",,,,,9,"Leury Garcia grounds out, third baseman Gio Urshela to first baseman DJ LeMahieu.","R","R","L","NYY","CWS","S",,,2,2,2021,"-1.33","-0.58","0.65","1.73",,,664901,1,9,"Top",,,,,596142,,,3.0887861108884613,-123.62691443166227,-3.0880039887598687,-14.19394840842155,27.90199126093156,-37.62272242037912,"3.26","1.48",1,"63.8",-57,"85.7",2393,"7.1",634009,547973,596142,518934,596059,570482,650402,642180,458731,640449,"53.45",,,,,,,,69,6,"Slider",4,4,4,4,4,4,4,4,"Standard","Standard",303,"0","0"
"FF","2021-05-23","99.7","0.75","6.04","Chapman, Aroldis",544725,547973,,"foul",,,,,12,"Leury Garcia grounds out, third baseman Gio Urshela to first baseman DJ LeMahieu.","R","R","L","NYY","CWS","S",,,2,2,2021,"0.5","1.26","0.99","2.41",,,664901,1,9,"Top",,,,,596142,,,-0.5422972335752196,-145.1678750096156,-7.711031222404746,7.194800569019457,31.807959712529616,-12.831805149666565,"3.26","1.48",241,"79.9",37,"101.7",2417,"7.2",634009,547973,596142,518934,596059,570482,650402,642180,458731,640449,"53.28",,,,,,,,69,5,"4-Seam Fastball",4,4,4,4,4,4,4,4,"Standard","Standard",163,"0","0"
"SL","2021-05-23","86.9","0.36","6.28","Chapman, Aroldis",544725,547973,,"blocked_ball",,,,,14,"Leury Garcia grounds out, third baseman Gio Urshela to first baseman DJ LeMahieu.","R","R","L","NYY","CWS","B",,,1,2,2021,"-1.16","-0.13","0.56","0.16",,,664901,1,9,"Top",,,,,596142,,,2.9101180077902535,-126.37236230491257,-8.337879071246121,-13.054291256914729,24.55427492770823,-32.18166922015239,"3.04","1.33",,,,"88.4",2497,"7.2",634009,547973,596142,518934,596059,570482,650402,642180,458731,640449,"53.34",,,,,,,,69,4,"Slider",4,4,4,4,4,4,4,4,"Standard","Standard",302,"0","0.048"
"SI","2021-05-23","99.8","0.61","6.1","Chapman, Aroldis",544725,547973,,"ball",,,,,13,"Leury Garcia grounds out, third baseman Gio Urshela to first baseman DJ LeMahieu.","R","R","L","NYY","CWS","B",,,0,2,2021,"1.24","1.23","-0.95","1.33",,,664901,1,9,"Top",,,,,596142,,,-7.30546313274506,-144.81515392443538,-10.756109055597603,19.152717976166322,34.035384032540264,-12.543396847965552,"3.06","1.45",,,,"101.1",2505,"7.2",634009,547973,596142,518934,596059,570482,650402,642180,458731,640449,"53.31",,,,,,,,69,3,"Sinker",4,4,4,4,4,4,4,4,"Standard","Standard",164,"0","0.023"
"SL","2021-05-23","87.3","0.51","6.25","Chapman, Aroldis",544725,547973,,"swinging_strike",,,,,13,"Leury Garcia grounds out, third baseman Gio Urshela to first baseman DJ LeMahieu.","R","R","L","NYY","CWS","S",,,0,1,2021,"-0.64","0.58","-0.24","0.76",,,664901,1,9,"Top",,,,,596142,,,-0.5031389089908797,-126.94410369131725,-8.309023579982819,-6.7942815518466375,25.871057178126282,-24.451545800955028,"3.26","1.48",,,,"88.3",2477,"6.9",634009,547973,596142,518934,596059,570482,650402,642180,458731,640449,"53.57",,,,,,,,69,2,"Slider",4,4,4,4,4,4,4,4,"Standard","Standard",278,"0","-0.063"
"FF","2021-05-23","97.5","0.46","6.11","Chapman, Aroldis",544725,547973,,"swinging_strike",,,,,13,"Leury Garcia grounds out, third baseman Gio Urshela to first baseman DJ LeMahieu.","R","R","L","NYY","CWS","S",,,0,0,2021,"0.22","1.38","-0.88","1.58",,,664901,1,9,"Top",,,,,596142,,,-4.162953208348555,-141.62881710074882,-9.969669098163005,3.9299768071254393,32.60377564858665,-11.525319281682897,"3.26","1.48",,,,"98.9",2448,"7.2",634009,547973,596142,518934,596059,570482,650402,642180,458731,640449,"53.32",,,,,,,,69,1,"4-Seam Fastball",4,4,4,4,4,4,4,4,"Standard","Standard",158,"0","-0.048"
"SL","2021-05-23","84.6","0.52","6.19","Chapman, Aroldis",518735,547973,"walk","ball",,,,,13,"Yasmani Grandal walks.","R","R","L","NYY","CWS","B",,,3,1,2021,"-1.46","-0.12","-0.23","0.98",,,,1,9,"Top",,,,,596142,,,1.2081842419415583,-123.09125616047898,-5.6030704653038,-15.033901187956348,25.976269761634555,-32.424974219221035,"3.08","1.47",,,,"86",2312,"7.3",634009,547973,596142,518934,596059,570482,650402,642180,458731,640449,"53.19",,,"0.7",1,0,0,,68,5,"Slider",4,4,4,4,4,4,4,4,"Standard","Standard",284,"-0.06","0.149"
"FF","2021-05-23","96.9","0.7","6.22","Chapman, Aroldis",518735,547973,,"called_strike",,,,,2,"Yasmani Grandal walks.","R","R","L","NYY","CWS","S",,,3,0,2021,"0.02","1.58","0.11","3.26",,,,1,9,"Top",,,,,596142,,,-1.6393259008303895,-141.01547475234162,-6.048515554902157,0.6306903861423117,32.29132048280969,-9.884027687762764,"3.25","1.43",,,,"98.4",2458,"7.1",634009,547973,596142,518934,596059,570482,650402,642180,458731,640449,"53.39",,,,,,,,68,4,"4-Seam Fastball",4,4,4,4,4,4,4,4,"Standard","Standard",168,"0","-0.05"
